Sentence,Label
Mere liye to mehanga hai bhaiyya. Abhi itna bhhi stipend nahi aata😜😜😜😜,2
rt mib_india: nine major thrust areas in #railbudget2015 presented by shri sureshpprabhu #रेलबजट http://t.co/aoyj11jqlb,2
Ek nai kahani dekhne ko behad utsuk hai.love you sallu bhai.bhaijaan.,0
if i can worship both buddha and krishna at the same time why can't i like both @arvindkejriwal &amp; @narendramodi ? #aapsweep #kiskidilli,2
Kiskoo,2
Koi tensn nhi,0
"controversy aside , the 2 games shown on tv for super sunday were great spectacles . #bestleagueintheworld",0
kya hal chal,2
Are bc,2
@someUSER i fly that saturday the 15th from detroit to amsterdam then up to newcastle,2
ye kya baaat hoti h ?,1
partyg banti hai,0
aam admi party jindawad,0
@gurmeetramrahim #blockbustermsg apko bhi bhot bhot mubaarak mhashivratri ki papa ji....thanx papa ji http://t.co/xxkfmh789a,2
Han ya nhi bol de,2
Kya baat hai ini aachi hai kya 😂😂,0
kejariwal ki doobti naiya paar lagane a gaye .,2
what #kejriwal did to #modi is what pm did to #rahulgandhi in general elections 2014: @sardesairajdeep | #aapsweep | http://t.co/ndnfizplfd,0
salman mughe aapki ek bat sabse acchi lgi,0
Bande matramjai hindbharat mata ki jaind indai is greati love my india;->,0
particular baal bhi nahi hila payegi,2
Bhai aao na,2
"observers from un , eu , cw , send to coni , according to this observers what the maldivian have seen live and on tvs on 7 feb are day dream ,",2
acha . .,2
ss but they have really good music and it's a very sad thing that mitch lucker died may he rest in peace #ripmitchlucker,1
abe first comment to mera tha . . . guddu bhai tum hi har baar bata diya karo kiska first tha :(,0
bajrang bali ka sumiran kar raha hoo,0
he was a good human but not a good indian . . .,2
Hii bajrangi bhai jaan,2
aaj ladkia comment nahi karegi . . guddu ki gully khadi hai kaise aayega,0
Skil india to tab hoga jab india rahega modi g. Kanhi seej fayar kahi isi. Naksal waad. Jai hind.,1
"my sister just sat up and asked where katie was going to sleep . she is a little too old for an imaginary friend , don't ya think ?",2
@gurmeetramrahim #blockbustermsg 3 bar movie dekh li but abi bhi lgta h dubara dekhu,2
aapke gags a1 hai faisal bhai . din acha jata hai padhkar .,0
""" success saturday "" - having a great time at the 4th annual girlfriend group celebration ! @someUSER wood @someUSER cofield @someUSER maddox",0
d . u m tm . logo ki population bdti ja rhi hhhhhh ;),2
abe s power . .,2
"romney's great line about "" trickle down government "" was coined by gov . mitch daniels as early as january . mitt uses good sources .",0
abhi kale dhan ka mudda kaha gaya uska,2
patiyala suit,2
Mai bhi shayad Sridhar/eng ke saath nhi karun,2
"aaj national ""kal match dekha kya?"" day hai. #indvspak",2
@someUSER aged under 26 and keen to become a foreign correspondent ? apply for the marie colvin scholarship http/URL,2
Movies laptop par,1
film to jab bhi nhi chalegi,1
Hi bro,1
hahaha . . . . sahi m guddu . . . . kuch log bht he naaspeetey hote h india k liye,1
"@someUSER 9/9 account using your blackberry device , u may want to follow @someUSER for updates and additional support from rim .",0
dr . mohamed morsi announced as egypt's 1st elected president after the glorious 25th of jan revolution . congratulations to #egypt,0
"arre respected anna ji ek ki side ho jao kabhi aap ki burayi to kabhi bjp ki , confuse kyo kar rahe ho mausum janta ko",1
acha acha. . . smja,0
Haan bhai ??,2
hahaha,2
accha hua jo guddu k mummy ko samajh nahi aaya k papa ne kya bola hai . . . warna papa ko khana naseeb nahi hota . . . :),1
me personally don't see grammy playing afl again still 28 but i think he'll turn to something else now . best of luck with what may be next .,0
rt rt sickularon ye jo tumhari bechaini hai na hamare dil ko bahut sukun de raha hai #beefban,0
Me ab bho akela hu mijhe abhi tak koi girl friend nahi mili pata h kiyo my femli.is not rich is liye kiyo ki mere ps jada pese nahi h larkiyo pe kharcha karne ke liye is liye aj tak gf nahi mili,2
"supw--socially useful productive work , jyadatar bachche hut hi bnate the . . . .",2
Hmm,2
ooooo sit i have done the same thing with my one & only frnd ankit :d suprb yar yaaden taza krde bhai tune thanku so much,0
#indvsuae #cwc15 #wontgiveitback catch dropped by raina chillax its fine,0
milk chocolate day is tomorrow . are you ready to celebrate ! ?,2
all the best dear . . . . but seriously it doesnt matter in a way :),0
apni mummy ko bhi item bolta hai kya sale .... jerk ...,1
1 chai bejne wala 10 lakh ka suit pahnne lga,2
yaar humare school mein monitor ya ache bache ko chalk lane send karte the jo 2 mins mein aa jate the . . .,2
mario toh mera fav tha . . but ab usey ps2 ne replace kar dia . . uff vo kya din the . . ab sirf burnout revenge khelti hu . .,0
Okkkk,2
"jitna discussion delhi elections pe ho raha hai , utna to maharashtra elections pe bhi nahi hua tha !! #delhidecides #aapsweep #aapstorm",2
"Bhar do jholi meri ya Muhammad mujhe Salman bhai se milado,",0
OK ok,2
If you are this active on fb chances are you won't be getting to IIT in the first place . Keep dreaming .,1
bhai uth khada ho dekh fir tu kya karta hai kar itna khud ko itna buland k zamana tere kadmon mein gira padta hai,0
Oops,2
Aaj ek se bdkr ek ghatnayen huyi hain pta nhhh kya huwa h...,2
bhai jaan plzz come,2
bhai iske andar contra ke bahut types hote the . . . by default s wala . . . 30 life wala . . . 99999999 rocks,0
guddu bhai ko standing problem hogayee . . . . chalo pamela ke bahane kuch raunak toh aayee guddu ke kacche me . . . . . :d :d :d,0
aur galti tumhari nahi hai pyar koi karta nahi ho jata hai tumhe hua hi nahi mai isliye milne ke liye gidgidate rahti hun tumhe koi phark nahi padta,2
Bhai kaha ho aap,2
aap ne apni oukad dikhani suru kardi hai delhi valo bhaiyo soch samaj ke vote kariye,1
rt @chandu532: #uhf rt railminindia: putting the final touches to #railbudget2015 : mr sureshpprabhu.! http://t.co/4myyknr5sq,2
Kya bhai hum jab Bussy ho tab hi aap online honge..... plz hamara bhi socho..... night me sab free hote he.,2
#neelichatriwale ab to kejri ki rangbaazi hai dilli mei...#aapsweep #aapstorm,0
olny aap ko vote dena he bhaiyo,0
ye baayan hath sabke paas ni hota . . . . hame to khud hi karna parta tha :d,1
Aur kuch kiya,2
Lambe samay ke baad desh ko ek samarth n samarthyavan neta mila hai jo videsho me bhi lokpriya hai.,0
rt @gareebguy: visa on arrival for 150 countries. matlab ab jyada bheek milegi. #unionbudget2015 #superbudget #sabkabudget,1
that look teachers give you when u go to staffroom asking for a subject teacher to correct ur marks in class test . . .,1
kya ? ?,2
"gud saying yaar , jeeyo yaar , tumhari jaisi ldkiyon ki jarurt h in dogs ka dimag thikane lgane ke liye",2
l ki power leke . . . . hahahhahaha best one,0
Call kiya tha be,1
summer holidays ke last few days ka haal :d',2
"ye tv pe priyanka chopra hai ya urmila matondkar ? kaun si movie aa rahi hai ? thodi thodi , dono lag rahi hai . confused .",2
"@gurmeetramrahim #blockbustermsg pitaji,,,ap kaise h",2
"never start working on your dreams and goals tomorrow . . . . . . tomorrow never comes . . . . if it means anything to u , act now ! #getafterit",0
agr aana nhi tha to bolna jroori tha :(,1
Ghr chor doge tho ghr wale ksh ho jaenge kya / ... N scnd thing yaha likh rahe ho r they evn going to read it ... ?!! N nautanki bnd kar ab wrna joote mil gae h mere / ....,1
"hamesha shaq sa hota hai . . . ye iss tarah ki batein ye scooter wagerah sirf ek 90's ka kvian hi kar sakta hai , guddu kvian hai kya ? ? ?",2
guddu khada nhi ho sakta q ki guddu ka khada ho gya h :-(,2
@gurmeetramrahim #msgincinemas aise hi khushiyo ki barsat krte rhna pitaji....,2
baba ramdev bhi chand dino k baad apky against aa rahy hai . . . . akhir kayon ?,1
u r simply superb #garbagebin,0
yaar ab gya to jane de relationship forcefully nhi feelings se chlta h ..,0
Are koi Ni kha kena,1
"bel ami you are one strange movie , but i like you and i must keep watching . . . . i may have to read the book .",0
7- jo saman videsh se aata tha voh ab make in india ke madhyam se yahi banega,0
pdai kaisi chl rhi h,0
Eid ka zaakat fitra lene kab aa rha hai,2
#rahulonleave sad to see degeneration of @thenewshour @timesnow to a spicy saucy entertainment channel - land bill was much more important,1
dear friends aaj delhi me modi ki raily thi fir bhi bah halicoptar me aaya kayu car me nahi aa sakta,2
Wo man gaya ?,2
"Bt for me , studying tax is a big deal right now (",2
i think i may be the only person around not excited that beyonce is the half time performer for the superbowl .,1
rt @bjpindiabjp: railway minister sureshpprabhu to present his maiden #railbudget2015 today railminindia #bjp,2
wo white dress . . . white shoes . . . aur subah subah patriotic songs . . . just loved that . .,0
or lucky bhai gy,2
In logo pr itna tym kha jo hmse bt kre,2
bhaiyya pls baat kijiyega dil mat todiyega,2
#tamilnadu bear with me for the power crisis: jayalalithaa: chief minister jayalalithaa on wednesday asked the . . . http/URL,2
Thik h bhayya,0
Bhaijaan aapka driving licence bam gaya ya nahi?????,2
look who (bhagoda) is talking ?,1
Mummy ke saath na baith saka,2
aap n aap(ak) sabse bade beep ho . . this will be ur last election . mark my words . . after feb 10 u ll not be seen anywhere in india apart frm getting slapped n inked on roads . .,1
Hindi me conf . Dkhte hi mai smj gya tha k aap hindu se hi honge #pravachanbaba spotted,2
Yasmeen Khan. Dimag THIKANE lga kr comnt kr,1
modi ji namaskar . i am from upgzb . bhumi adigrahan bill ko clear kro .,2
#blockbustermsg.ga re mere man dhan dhan dhan,2
its not guddu's fault . . . . . prestige ka hi toh sentence bnaya usne . . . . .,0
"sala bjp itna dm lagaye hua dilli me , itna to inhone loksabha me bhi ni lagaya tha",1
jaroor wo role madam k bete ko mila hoga,0
Salman plz reply,2
"Graph of Study effected by a Girl Factor . p p . via CUT , COPY = Your Status",2
main to park mein see saw pe bhi 5 min wasool karta tha . . .,2
"when the agenda shifts from development to moronics of sakshi maharaj, this is what happens. well done aap #kiskidilli #delhidecides",0
Helmet head cam line ki soch raha hun pehke,2
nahi chalegi,2
"you are forgetting something , this government have full samarthan",0
"come on jp, get him out on 99. #indvssa #iccworldcup2015",2
Ihet salman tum is bar floap ho ha ha hamare city me nahi chalegi,1
Aajao aap vai,2
Yr salu bhai jaldi idhr pk m loadshafing hojaegi :D,2
miranda chhodkar kuch or discussion bhi karlo kyu paka rahe ho subah se campus me or bhi college hai uff . . .,2
Jawab kyun nahi aaya,1
"#rahulonleave "" tujhe sab hai pata meri maa"" :ki ab aur insult bardasht nahi hoti mujhse maa:( isliye chutti pe jaata hun main maa;(",0
"Modi is the best , Rahul is maha Chore h .",0
i love u salman bhai.....bajrangi bhaijaan....,0
"my brother used to do these thngs for me , , he he he ! !",2
jabardust post hai buddy .,0
"Girl-1 Updates in FB \ "" I Really Loved iOS7\ "" Girl-2 Comments \ "" Ya that's Woderfull\ "" In FB Chat Girl-2 Yaar , Whats this IOS7 ?? Girl-1 Wait For Minute , Let me Google it First and Let you Know .",2
guddu . . . . udbilao aaya h kya ? ? bhaga do usko . . .,2
kaun kehta hai aam aadmi election ni lad sakta dilli me saabit ho gaya lad bhi sakta hai jeet bhi sakta hai #aapsweep,0
"wait if the power is out tomorrow then i'm going to miss a new how i met your mother , nooooooooo",1
Hahaha,2
guddu india ka lucky charm hai :d,0
#beefban i hope #india also bans #beefexports if they really love the cow.,2
Aba es photographer sa achi photo to ma khich la ta hu sala q tera 2 maru ga chitiya sa la tera baap ko ati hai photography ...,1
Han Saale chamak rha h,1
"Bhai waiting eagerly for you...Plsss jaldi aao na, 3.30pm se 4pm aur avi 5pm ho gaya hai.Phn haanth mei lekar, aapkia page mei aapka wait kar rhe hai.",0
machine gun kelly concert on the 30th ! ! me &amp; @someUSER bout 2 shut this bitch down !,1
plzz slman ap jrur reply krna hm apka w8 krre h,2
#shamitabh audio launch in vijay television tomorrow 3.00pm,2
ko canteen se$hi saman Lena h,2
Film release bhi hogiApki taraf se party bhi hogiOr aapki zholi bhi bhar jayegiTension nahi lene ka bhai Hum sab aap k sath haiWish you all the best,0
rt @anamika843: #msg3successfulweeks is trending at no.5 ...!! full on craze on twitter too..,2
samajh mei nai aa raha ki guddu k papa aajkal guddu ke side kyu le rhe hai,2
finally gonna watch shamitabh.,2
"But bhaijaan Ji , aapki movie Ki shooting ka kya ?? Prm rtn dn pyo!",2
""" @someUSER frankie: i think i'm gonna have a date with my bed tomorrow me: same . "" that's my boy",0
Failure,1
bhai mein aur hamara kolkata ke sabhe log appka film zarur dekhaga,0
"rt @oyearchie_: dear pakistan, aise haraaya jaata hai. #indvssa #cwc15",1
5 saal kejriwal. congrats aap and specially delhites for the landslide victory. :-) 67-3 #aapsweep,0
"kuch dhang ka hi likh dete , gaaliya likhne se kya hoga . . .",2
tu apna kaam kr,1
abhi 4wje nahi aap ke?????????????,1
Sallu aj m bt kiay bgair nh jany wala,2
Balki acha hi rahega karna,2
dhoni sir ye to world cup wining 6 hai . . . . congrats,0
abe koi toh batao akhir chal kya rha yahan,2
india itni aasaani se match nahi jeetegi.. ladegi aakhiri dum tak #indvsuae,2
yr tere toh maze h jo aisi ladki h pados me ;) :p,0
ab aaya ut pahad k niche . . . . kejriwal is best . samze annaji .,1
"rob lowe who portrayed drew peterson , now takes on casey anthony prosecutor: on monday it was revealed that rob . . . http/URL",2
Main manager ke cabin me tha,2
Rj,1
media tum khabar ko aise pes karte hoki public chutiya ban jaye,1
school days . . . hahahaha . . . epic . . .,0
Keh ke leli sbne tumhari .... P feel pity 4 u . D,1
Hi salman i'm sameer baloch in balochistan i'm biggggg fan of you,0
"centre suffering from 'policy paralysis' , alleges jayalalithaa: jayalalithaa on tuesday charged the upa governme . . . http/URL",2
abp news khujliwal ko full support de rahi or zee news bjp ko full support de rahi . kasam se yaaro bas ab ek satambh or desh ka gir gya media bik chuka hai . ab es desh ko koi ni bcha sakta,1
behti ganga me haath dholo sab ;) #delhidecides,2
contra ! :) mario !,0
mujha bhi karni ha baat par kaisa karu ????????,2
Maa to ghar hain,2
thanks garbage bin . . . kuch yaad dila diya tumne .,0
"@someUSER out with the old , in with the new , shown good discipline in the 1st 4 rounds tonight frankie , kept a cool head ! #andthenew",0
Kitne roze hue salman bhai,2
you going to rugby practice on sunday #somethingisayalot,2
"##$$## black friday deals nikon d3200 24 . 2 megapixels digital slr camera with 18-55mm nikkor vr lens , black &amp; nikon . . . http/URL",2
bhajrangi bhaijan official page me jao baat karne k liye,2
gandhi hatao...congress bachao....varna museum mein jao.... #aapsweep,1
abki baar . . . kejriwal . . .,2
Love u jend actor wo jo har lock mein sweet beautiful guineas hot sohran lagey osy khtey hain.,0
"agr india, uae se har man leti to kya pta khushi k mare 15-20 tel k kue wo bharat k naam kr dete #indvsuae",2
Aap Hindutva kabhi na bhuliyega,0
by god ye wala to super dhaansu gag banaya hai faisal bhai . . . . . . kasam se,0
jitna likh ke tune hume pakaya hai na kaash itna apne bande ke saamne gidgidaayi hoti to wo tujhe ab tak taajmahal ki photo gift kar chuka hota,2
talent is not working #indvsuae,2
kar chale hum fida jano tan sathiyo ab chicken ke hawale watan sathiyo. #beefban,2
